0	157
1	64
2	58
3	104
4	121
5	100
6	147
7	130
8	144
9	157
10	216
11	170
12	203
13	220
14	217
15	236
16	223
17	224
18	258
19	247
20	276
21	257
22	322
23	270
24	300
25	343
26	346
27	317
28	350
29	331
30	381
31	358
32	405
33	401
34	372
35	336
36	373
37	338
38	432
39	383
40	427
41	404
42	455
43	408
44	441
45	445
46	536
